trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
205	Kindler Keegan	Kindler Keegan	1	route	Singles	Check Bad Move	1	41	41	FALSE	FALSE	Turtonator:41:UNK:NONE:Hardy:Flamethrower,Body Slam,Shell Smash,Dragon Pulse	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
206	Kindler Bernie	Kindler Bernie	1	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Electabuzz:37:UNK:NONE:Hardy:Thunder Wave,Electro Ball,Light Screen,Discharge|Gourgeist:37:UNK:NONE:Hardy:Trick-or-Treat,Magical Leaf,Shadow Ball,Hex	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
207	Kindler Bernie2	Kindler Bernie	2	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Electabuzz:37:UNK:NONE:Hardy:Thunder Wave,Electro Ball,Light Screen,Discharge|Gourgeist:37:UNK:NONE:Hardy:Trick-or-Treat,Magical Leaf,Shadow Ball,Hex	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
208	Kindler Bernie3	Kindler Bernie	3	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Electabuzz:37:UNK:NONE:Hardy:Thunder Wave,Electro Ball,Light Screen,Discharge|Gourgeist:37:UNK:NONE:Hardy:Trick-or-Treat,Magical Leaf,Shadow Ball,Hex	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
209	Kindler Bernie4	Kindler Bernie	4	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Electabuzz:37:UNK:NONE:Hardy:Thunder Wave,Electro Ball,Light Screen,Discharge|Gourgeist:37:UNK:NONE:Hardy:Trick-or-Treat,Magical Leaf,Shadow Ball,Hex	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
210	Kindler Bernie5	Kindler Bernie	5	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Electabuzz:37:UNK:NONE:Hardy:Thunder Wave,Electro Ball,Light Screen,Discharge|Gourgeist:37:UNK:NONE:Hardy:Trick-or-Treat,Magical Leaf,Shadow Ball,Hex	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
211	Lvl -1 Camper Drew	Lvl -1 Camper Drew	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	4	-1	-1	TRUE	TRUE	Excadrill:-1:Sand Rush:Life Orb:Jolly:Earthquake,Iron Head,Rock Slide,Brick Break|Sandy Shocks:-1:Water Compaction:Air Balloon:Timid:Discharge,Earth Power,Flash Cannon,Thunderbolt|Sandaconda:-1:Sand Spit:Sandacondite:Jolly:Double-Edge,Quick Attack,High Horsepower,Scale Shot|Sandaconda-Mega:-1:Aerilate:Sandacondite:Jolly:Double-Edge,Quick Attack,High Horsepower,Scale Shot	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
212	Camper Beau	Camper Beau	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Claydol:55:UNK:NONE:Hardy:Guard Split,Power Split,Earth Power,Sandstorm|Sandslash:55:UNK:NONE:Hardy:Gyro Ball,Swords Dance,Sandstorm,Earthquake	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
213	Camper Larry	Camper Larry	1	route	Singles	Check Bad Move	2	35	35	FALSE	FALSE	Unfezant:35:UNK:NONE:Hardy:Roost,Slash,Taunt,Dual Wingbeat|Scolipede:35:UNK:NONE:Hardy:Poison Tail,Bug Bite,Venoshock,Agility	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
214	Camper Shane	Camper Shane	1	route	Singles	Check Bad Move	2	37	37	FALSE	FALSE	Jynx:37:UNK:NONE:Hardy:Mean Look,Fake Tears,Wake-Up Slap,Freeze-Dry|Dubwool:37:UNK:NONE:Hardy:Double Kick,Headbutt,Take Down,Guard Swap	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
215	Lvl -1 Camper Rusty	Lvl -1 Camper Rusty	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	-2	TRUE	TRUE	Duraludon:-2:Heavy Metal:Eviolite:Relaxed:Flash Cannon,Dragon Pulse,Body Press,Dragon Tail|Bronzong:-2:Levitate:Occa Berry:Relaxed:Psychic,Gyro Ball,Body Press,Earthquake|Gholdengo:-2:Good As Gold:Air Balloon:Timid:Nasty Plot,Shadow Ball,Make It Rain,Focus Blast|Samurott:-2:Sharpness:Assault Vest:Jolly:Smart Strike,Knock Off,Razor Shell,Sacred Sword|Iron Crown:-1:Quark Drive:Booster Energy:Timid:Tachyon Cutter,Psyshock,Secret Sword,Air Slash	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 hp,252 df,6 sa|252 hp,252 df,6 sd|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
216	Camper Ethan	Camper Ethan	1	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Persian-Alola:40:UNK:NONE:Hardy:Feint Attack,Taunt,Power Gem,Slash	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
217	Picnicker Autumn	Picnicker Autumn	1	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Perrserker:40:UNK:NONE:Hardy:Bullet Punch,Swagger,Fury Swipes,Screech	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
218	Camper Travis	Camper Travis	1	route	Singles	Check Bad Move	3	34	34	FALSE	FALSE	Sandslash:34:UNK:NONE:Hardy:Fury Swipes,Sand Tomb,Slash,Dig|Parasect:34:UNK:NONE:Hardy:Bug Bite,Fury Cutter,Spore,Leech Life|Toucannon:34:UNK:NONE:Hardy:Roost,Fury Attack,Screech,Drill Peck	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
219	Camper Ethan2	Camper Ethan	2	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Persian-Alola:40:UNK:NONE:Hardy:Feint Attack,Taunt,Power Gem,Slash	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
220	Camper Ethan3	Camper Ethan	3	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Persian-Alola:40:UNK:NONE:Hardy:Feint Attack,Taunt,Power Gem,Slash	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
221	Camper Ethan4	Camper Ethan	4	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Persian-Alola:40:UNK:NONE:Hardy:Feint Attack,Taunt,Power Gem,Slash	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
222	Camper Ethan5	Camper Ethan	5	route	Singles	Check Bad Move	1	40	40	FALSE	FALSE	Persian-Alola:40:UNK:NONE:Hardy:Feint Attack,Taunt,Power Gem,Slash	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
223	Bug Maniac Brent	Bug Maniac Brent	1	route	Singles	Check Bad Move	1	59	59	FALSE	FALSE	Masquerain:59:UNK:NONE:Hardy:Hydro Pump,Hurricane,Whirlwind,Quiver Dance	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
224	Bug Maniac Donald	Bug Maniac Donald	1	route	Singles	Check Bad Move	3	57	57	FALSE	FALSE	Dustox:57:UNK:NONE:Hardy:Sludge Bomb,Bug Buzz,Detect,Quiver Dance|Ribombee:57:UNK:NONE:Hardy:Bug Buzz,Dazzling Gleam,Aromatherapy,Quiver Dance|Beautifly:57:UNK:NONE:Hardy:Giga Drain,Psychic,Rage,Quiver Dance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
225	Bug Maniac Taylor	Bug Maniac Taylor	1	route	Singles	Check Bad Move	2	58	58	FALSE	FALSE	Stonjourner:58:UNK:NONE:Hardy:Rock Slide,Body Slam,Wide Guard,Heavy Slam|Gogoat:58:UNK:NONE:Hardy:Double-Edge,Horn Leech,Leaf Blade,Milk Drink	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
226	Bug Maniac Jeffrey	Bug Maniac Jeffrey	1	route	Singles	Check Bad Move	1	64	64	FALSE	FALSE	Mothim:64:UNK:NONE:Hardy:Camouflage,Bug Buzz,Psychic,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
227	Rival Iriv24	Rival Iriv	24	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	FALSE	TRUE	Rillaboom:0:Grassy Surge:Terrain Extender:Adamant:High Horsepower,Wood Hammer,Taunt,Drain Punch|Alakazam:0:Inner Focus:Focus Sash:Timid:Psychic,Shadow Ball,Grass Knot,Focus Blast|Tyranitar:0:Unnerve:Chople Berry:Adamant:Crunch,Rock Slide,High Horsepower,Dragon Dance|Ampharos:0:Static:Life Orb:Modest:Thunderbolt,Dragon Pulse,Signal Beam,Aura Sphere|Florges:0:Natural Cure:Leftovers:Modest:Moonblast,Energy Ball,Wish,Hidden Power|Empoleon:0:Torrent:Empoleonite O:Jolly:Iron Head,Liquidation,Drill Peck,Brick Break|Empoleon-Mega-O:0:Emperors Presence:Empoleonite O:Jolly:Iron Head,Liquidation,Drill Peck,Brick Break	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,30 at,31 df,30 sa,31 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
228	Bug Maniac Jeffrey2	Bug Maniac Jeffrey	2	route	Singles	Check Bad Move	1	64	64	FALSE	FALSE	Mothim:64:UNK:NONE:Hardy:Camouflage,Bug Buzz,Psychic,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
229	Bug Maniac Jeffrey3	Bug Maniac Jeffrey	3	route	Singles	Check Bad Move	1	64	64	FALSE	FALSE	Mothim:64:UNK:NONE:Hardy:Camouflage,Bug Buzz,Psychic,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
230	Bug Maniac Jeffrey4	Bug Maniac Jeffrey	4	route	Singles	Check Bad Move	1	64	64	FALSE	FALSE	Mothim:64:UNK:NONE:Hardy:Camouflage,Bug Buzz,Psychic,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
231	Bug Maniac Jeffrey5	Bug Maniac Jeffrey	5	route	Singles	Check Bad Move	1	64	64	FALSE	FALSE	Mothim:64:UNK:NONE:Hardy:Camouflage,Bug Buzz,Psychic,Hurricane	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
232	Lvl -2 Psychic Edward	Lvl -2 Psychic Edward	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-2	-2	TRUE	FALSE	Dachsbun:-2:Well Baked Body:Pixie Plate:Adamant:Play Rough,Body Press,Body Slam,Dig|Mudsdale:-2:Stamina:Sitrus Berry:Impish:High Horsepower,Body Press,Rock Tomb,Heavy Slam|Cryogonal:-2:Levitate:Never-Melt Ice:Timid:Freeze-Dry,Ice Shard,Ancient Power,Recover	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
233	Psychic Preston	Psychic Preston	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Swoobat:66:UNK:NONE:Hardy:Psychic,Calm Mind,Endeavor,Heat Wave	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
234	Psychic Virgil	Psychic Virgil	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Raichu-Alola:66:UNK:NONE:Hardy:Speed Swap,Thunder Shock,Quick Attack,Thunderbolt	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
235	Psychic Blake	Psychic Blake	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Beheeyem:66:UNK:NONE:Hardy:Recover,Guard Split,Power Split,Synchronoise	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
236	Psychic William	Psychic William	1	route	Singles	Check Bad Move	2	64	64	FALSE	FALSE	Hypno:64:UNK:NONE:Hardy:Psychic,Swagger,Future Sight,Dark Void|Espathra:64:UNK:NONE:Hardy:Uproar,Dazzling Gleam,Psychic,Last Resort	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
237	Psychic Joshua	Psychic Joshua	1	route	Singles	Check Bad Move	2	41	41	FALSE	FALSE	Kadabra:41:UNK:NONE:Hardy:Energy Ball,Recover,Psychic,Role Play|Solrock:41:UNK:NONE:Hardy:Psychic,Heal Block,Stone Edge,Photon Geyser	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
238	Psychic Cameron	Psychic Cameron	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Solrock:55:UNK:NONE:Hardy:Stone Edge,Photon Geyser,Explosion,Wonder Room|Lunatone:55:UNK:NONE:Hardy:Photon Geyser,Explosion,Magic Room,Meteor Beam	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
239	Psychic Cameron2	Psychic Cameron	2	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Solrock:55:UNK:NONE:Hardy:Stone Edge,Photon Geyser,Explosion,Wonder Room|Lunatone:55:UNK:NONE:Hardy:Photon Geyser,Explosion,Magic Room,Meteor Beam	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
240	Psychic Cameron3	Psychic Cameron	3	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Solrock:55:UNK:NONE:Hardy:Stone Edge,Photon Geyser,Explosion,Wonder Room|Lunatone:55:UNK:NONE:Hardy:Photon Geyser,Explosion,Magic Room,Meteor Beam	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
241	Psychic Cameron4	Psychic Cameron	4	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Solrock:55:UNK:NONE:Hardy:Stone Edge,Photon Geyser,Explosion,Wonder Room|Lunatone:55:UNK:NONE:Hardy:Photon Geyser,Explosion,Magic Room,Meteor Beam	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
242	Psychic Cameron5	Psychic Cameron	5	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Solrock:55:UNK:NONE:Hardy:Stone Edge,Photon Geyser,Explosion,Wonder Room|Lunatone:55:UNK:NONE:Hardy:Photon Geyser,Explosion,Magic Room,Meteor Beam	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
243	Psychic Jaclyn	Psychic Jaclyn	1	route	Singles	Check Bad Move	1	26	26	FALSE	FALSE	Hypno:26:UNK:NONE:Hardy:Headbutt,Poison Gas,Meditate,Psybeam	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
244	Psychic Hannah	Psychic Hannah	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Gardevoir:66:UNK:NONE:Hardy:Hypnosis,Dream Eater,Calm Mind,Moonblast	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
245	Psychic Samantha	Psychic Samantha	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Gallade:66:UNK:NONE:Hardy:False Swipe,Protect,Close Combat,Psycho Cut	12 hp,12 at,12 df,12 sa,12 sd,12 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
246	Psychic Maura	Psychic Maura	1	route	Singles	Check Bad Move	1	66	66	FALSE	FALSE	Xatu:66:UNK:NONE:Hardy:Future Sight,Power Swap,Guard Swap,Me First	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
247	Psychic Kayla	Psychic Kayla	1	route	Singles	Check Bad Move	2	64	64	FALSE	FALSE	Cofagrigus:64:UNK:NONE:Hardy:Shadow Ball,Grudge,Mean Look,Destiny Bond|Runerigus:64:UNK:NONE:Hardy:Earthquake,Guard Split,Power Split,Destiny Bond	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
248	Psychic Alexis	Psychic Alexis	1	route	Singles	Check Bad Move	2	41	41	FALSE	FALSE	Kirlia:41:UNK:NONE:Hardy:Psychic,Imprison,Future Sight,Charm|Xatu:41:UNK:NONE:Hardy:Confuse Ray,Wish,Psychic,Esper Wing	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
249	Psychic Jacki	Psychic Jacki	1	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Mr. Mime:56:UNK:NONE:Hardy:Taunt,Psychic,Role Play,Safeguard|Pangoro:56:UNK:NONE:Hardy:Crunch,Entrainment,Parting Shot,Sky Uppercut	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
250	Psychic Jacki2	Psychic Jacki	2	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Mr. Mime:56:UNK:NONE:Hardy:Taunt,Psychic,Role Play,Safeguard|Pangoro:56:UNK:NONE:Hardy:Crunch,Entrainment,Parting Shot,Sky Uppercut	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
251	Psychic Jacki3	Psychic Jacki	3	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Mr. Mime:56:UNK:NONE:Hardy:Taunt,Psychic,Role Play,Safeguard|Pangoro:56:UNK:NONE:Hardy:Crunch,Entrainment,Parting Shot,Sky Uppercut	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
252	Psychic Jacki4	Psychic Jacki	4	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Mr. Mime:56:UNK:NONE:Hardy:Taunt,Psychic,Role Play,Safeguard|Pangoro:56:UNK:NONE:Hardy:Crunch,Entrainment,Parting Shot,Sky Uppercut	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
253	Psychic Jacki5	Psychic Jacki	5	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Mr. Mime:56:UNK:NONE:Hardy:Taunt,Psychic,Role Play,Safeguard|Pangoro:56:UNK:NONE:Hardy:Crunch,Entrainment,Parting Shot,Sky Uppercut	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
254	Lvl -1 Gentleman Walter	Lvl -1 Gentleman Walter	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	3	-1	-1	TRUE	TRUE	Seaking:-1:Lightning Rod:Focus Sash:Jolly:Fishious Rend,Aqua Jet,Megahorn,Scale Shot|Corviknight:-1:Unnerve:Leftovers:Adamant:Body Press,Brave Bird,Iron Head,Tailwind|Omastar:-1:Swift Swim:White Herb:Timid:Shell Smash,Hydro Pump,Earth Power,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
255	* Gentleman Micah	* Gentleman Micah	1	route	Singles	Check Bad Move	2	44	44	FALSE	FALSE	Manectric:44:UNK:NONE:Hardy:Bite,Discharge,Roar,Wild Charge|Manectric:44:UNK:NONE:Hardy:Bite,Discharge,Roar,Wild Charge	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
256	Gentleman Thomas	Gentleman Thomas	1	route	Singles	Check Bad Move	1	45	45	FALSE	FALSE	Zangoose:45:UNK:NONE:Hardy:Detect,Fake Out,Taunt,Agility	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
257	Lvl -1 Gentleman Walter2	Lvl -1 Gentleman Walter	2	route	Singles	Check Bad Move	3	-1	-1	TRUE	TRUE	Seaking:-1:Lightning Rod:Focus Sash:Jolly:Fishious Rend,Aqua Jet,Megahorn,Scale Shot|Corviknight:-1:Unnerve:Leftovers:Adamant:Body Press,Brave Bird,Iron Head,Tailwind|Omastar:-1:Swift Swim:White Herb:Timid:Shell Smash,Hydro Pump,Earth Power,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
258	Lvl -1 Gentleman Walter3	Lvl -1 Gentleman Walter	3	route	Singles	Check Bad Move	3	-1	-1	TRUE	TRUE	Seaking:-1:Lightning Rod:Focus Sash:Jolly:Fishious Rend,Aqua Jet,Megahorn,Scale Shot|Corviknight:-1:Unnerve:Leftovers:Adamant:Body Press,Brave Bird,Iron Head,Tailwind|Omastar:-1:Swift Swim:White Herb:Timid:Shell Smash,Hydro Pump,Earth Power,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
259	Lvl -1 Gentleman Walter4	Lvl -1 Gentleman Walter	4	route	Singles	Check Bad Move	3	-1	-1	TRUE	TRUE	Seaking:-1:Lightning Rod:Focus Sash:Jolly:Fishious Rend,Aqua Jet,Megahorn,Scale Shot|Corviknight:-1:Unnerve:Leftovers:Adamant:Body Press,Brave Bird,Iron Head,Tailwind|Omastar:-1:Swift Swim:White Herb:Timid:Shell Smash,Hydro Pump,Earth Power,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
260	Lvl -1 Gentleman Walter5	Lvl -1 Gentleman Walter	5	route	Singles	Check Bad Move	3	-1	-1	TRUE	TRUE	Seaking:-1:Lightning Rod:Focus Sash:Jolly:Fishious Rend,Aqua Jet,Megahorn,Scale Shot|Corviknight:-1:Unnerve:Leftovers:Adamant:Body Press,Brave Bird,Iron Head,Tailwind|Omastar:-1:Swift Swim:White Herb:Timid:Shell Smash,Hydro Pump,Earth Power,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
